trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
538,False,"{'a': 0.033, 'e': 0.004607821929992752}",20,10,15.107535670354519,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.033, 'e': 0.004561973335735096}",20,11,14.885601582282913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.033, 'e': 0.004516580942612666}",25,14,17.85567068238178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.033, 'e': 0.004471640211348332}",20,1,26.22215654800865,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.033, 'e': 0.004427146647831511}",25,19,10.682394745127635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.033, 'e': 0.004383095802668776}",20,6,24.85994436338596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.033, 'e': 0.004339483270738895}",25,10,22.558359891519117,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.033, 'e': 0.00429630469075234}",20,0,32.02155339105626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.033, 'e': 0.004253555744815125}",25,19,11.622087952146373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.033, 'e': 0.004211232157997035}",30,4,38.26954957655349,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.033, 'e': 0.0041693296979041115}",30,15,25.632746791773144,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.033, 'e': 0.004127844174255436}",25,13,14.018499863863108,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.033, 'e': 0.004086771438464067}",25,15,20.25558457752253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.033, 'e': 0.004046107383222199}",25,0,32.72966326183108,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.033, 'e': 0.004005847942090417}",30,12,30.371560274482206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.033, 'e': 0.003965989089091065}",20,7,19.691463618474035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.033, 'e': 0.003926526838305624}",20,8,23.113209698289044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.033, 'e': 0.0038874572434761303}",20,0,23.0379752469053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.033, 'e': 0.0038487763976105395}",30,19,20.408160734909277,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.033, 'e': 0.003810480432592037}",20,3,28.09370212928784,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.033, 'e': 0.0037725655187922052}",25,0,39.82710748381304,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.033, 'e': 0.0037350278646880674}",30,16,23.68098368653111,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.033, 'e': 0.003697863716482929}",30,11,29.85468909514469,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.033, 'e': 0.0036610693577310053}",25,17,17.34842843890493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.033, 'e': 0.0036246411089657558}",25,9,15.366918523179443,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.033, 'e': 0.0035885753273319477}",20,0,24.719665949609134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.033, 'e': 0.003552868406221362}",30,23,13.079212000371246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.033, 'e': 0.0035175167749121284}",25,5,30.640282721577808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.033, 'e': 0.003482516898211663}",20,0,28.83862011174129,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.033, 'e': 0.0034478652761031265}",20,2,27.570455821292388,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.033, 'e': 0.0034135584433954303}",25,0,41.064329413642945,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
569,False,"{'a': 0.033, 'e': 0.0033795929693767124}",20,0,23.328606611783457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.033, 'e': 0.003345965457471272}",25,18,13.33646867210333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.033, 'e': 0.0033126725448998926}",30,22,17.698457348188523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.033, 'e': 0.003279710902343573}",25,18,12.19108284686424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.033, 'e': 0.0032470772336105863}",20,0,26.62892530839878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
574,False,"{'a': 0.033, 'e': 0.00321476827530687}",20,12,14.378655225261284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.033, 'e': 0.003182780796509667}",20,2,16.800509681890674,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.033, 'e': 0.0031511115984444414}",25,0,35.19995251836727,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
577,False,"{'a': 0.033, 'e': 0.003119757514164992}",20,12,14.497816133749147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.033, 'e': 0.0030887154082367687}",20,0,28.28476932832593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.033, 'e': 0.0030579821764233073}",30,11,33.10452831033329,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.033, 'e': 0.0030275547453758153}",25,9,29.46866041570058,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.033, 'e': 0.0029974300723258286}",20,13,11.160957596894358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.033, 'e': 0.002967605144780944}",25,14,20.996010380574898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.033, 'e': 0.0029380769802235503}",20,0,37.77508736374016,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.033, 'e': 0.002908842625812584}",35,19,28.625994551578476,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.033, 'e': 0.0028798991580882404}",25,0,34.02761064404523,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.033, 'e': 0.0028512436826796323}",25,0,29.73558375785238,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
587,False,"{'a': 0.033, 'e': 0.0028228733340153363}",20,7,20.781875985372235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.033, 'e': 0.0027947852750368437}",25,3,36.80794462458886,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.033, 'e': 0.002766976696914851}",25,17,16.192853798385045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.033, 'e': 0.0027394448187683684}",20,14,14.984170083394151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.033, 'e': 0.0027121868873866434}",30,19,16.619581036732324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.033, 'e': 0.0026852001769538205}",30,13,30.056174292294322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.033, 'e': 0.002658481988776367}",30,13,32.64861741578235,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.033, 'e': 0.0026320296510131984}",20,14,8.896843933640179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.033, 'e': 0.0026058405184084983}",25,18,14.854258539921885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.033, 'e': 0.00257991197202718}",20,0,29.28267015099035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.033, 'e': 0.0025542414189929983}",20,0,30.650580156303434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.033, 'e': 0.0025288262922292556}",25,14,20.942720860089036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.033, 'e': 0.0025036640502021}",20,0,14.890418874842062,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
600,False,"{'a': 0.033, 'e': 0.0024787521766663585}",20,14,11.114810552590594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.033, 'e': 0.002454088180413917}",20,0,30.599396229179945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.033, 'e': 0.0024296695950245953}",30,22,16.095244891463288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.033, 'e': 0.0024054939786195095}",20,9,19.12390634386762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.033, 'e': 0.0023815589136168707}",30,20,14.878734225374826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.033, 'e': 0.002357862006490233}",20,12,16.818079553524818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.033, 'e': 0.002334400887529133}",25,20,8.13635425273852,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.033, 'e': 0.002311173210602129}",30,8,38.09743412841819,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.033, 'e': 0.0022881766529221693}",20,10,17.08865548680933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.033, 'e': 0.002265408914814322}",25,0,40.60819674363074,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.033, 'e': 0.002242867719485801}",25,13,21.91382526507997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.033, 'e': 0.002220550812798294}",20,14,14.395211426512299,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.033, 'e': 0.0021984559630425313}",20,15,8.933446554060119,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.033, 'e': 0.0021765809607151255}",20,0,27.908772861173418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.033, 'e': 0.002154923618297613}",35,20,23.643165748016774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.033, 'e': 0.002133481770037708}",25,8,26.82774278841389,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.033, 'e': 0.002112253271732714}",30,22,16.59789614247137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.033, 'e': 0.0020912360005151103}",20,2,31.667353732059006,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.033, 'e': 0.0020704278546402606}",20,7,23.25367800108523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.033, 'e': 0.002049826753276235}",25,0,39.28202116900465,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
620,False,"{'a': 0.033, 'e': 0.002029430636295734}",25,15,18.107461288991704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.033, 'e': 0.0020092374640700602}",25,14,21.52929455622369,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.033, 'e': 0.0019892452172651635}",20,0,29.690478163486954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
623,False,"{'a': 0.033, 'e': 0.0019694518966397014}",20,13,11.382577980287099,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.033, 'e': 0.0019498555228451206}",25,0,38.95199759921034,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.033, 'e': 0.0019304541362277093}",20,2,27.38348840284936,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.033, 'e': 0.0019112457966326377}",20,12,10.886379695658075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.033, 'e': 0.001892228583209938}",25,8,28.571638570574596,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.033, 'e': 0.0018734005942224233}",20,3,24.958360922402925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.033, 'e': 0.0018547599468555032}",20,16,9.21679087238249,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.033, 'e': 0.0018363047770289071}",25,10,26.373490871438452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.033, 'e': 0.0018180332392102713}",20,12,-9.423484187309379,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
632,False,"{'a': 0.033, 'e': 0.0017999435062305911}",25,7,13.738619784271862,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.033, 'e': 0.0017820337691014916}",25,20,10.490308531130147,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.033, 'e': 0.0017643022368343355}",25,9,27.704074242055082,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.033, 'e': 0.0017467471362611182}",20,14,11.865944513332893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.033, 'e': 0.0017293667118571557}",25,0,37.74401877325796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
637,False,"{'a': 0.033, 'e': 0.0017121592255655228}",20,2,24.94303938083817,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.033, 'e': 0.0016951229566232505}",20,2,28.04905803708665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.033, 'e': 0.0016782562013892464}",20,7,22.84605839157476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.033, 'e': 0.001661557273173934}",25,17,15.380875721331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.033, 'e': 0.0016450245020705747}",25,12,23.17518815199593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.033, 'e': 0.0016286562347882806}",30,9,29.917951287217733,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.033, 'e': 0.0016124508344866836}",20,2,26.87111744250851,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.033, 'e': 0.0015964066806122474}",25,0,36.74312819115588,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.033, 'e': 0.001580522168736217}",25,7,32.160284777366876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.033, 'e': 0.0015647957103941666}",20,12,15.583065365492427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.033, 'e': 0.0015492257329271562}",20,8,18.819742537720238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.033, 'e': 0.001533810679324463}",30,7,37.37629406749457,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.033, 'e': 0.0015185490080678835}",25,7,23.565490093872906,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.033, 'e': 0.0015034391929775724}",20,0,28.487388004131002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.033, 'e': 0.0014884797230594294}",25,2,31.831701648536345,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.033, 'e': 0.0014736691023539948}",25,20,8.003981948018854,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.033, 'e': 0.0014590058497868585}",25,16,17.256132794759118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.033, 'e': 0.0014444884990205433}",20,6,19.733405871255403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.033, 'e': 0.0014301155983078744}",25,6,22.308245904075775,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.033, 'e': 0.0014158857103468022}",20,10,16.63327177160712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.033, 'e': 0.0014017974121366744}",20,0,25.906592925713092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.033, 'e': 0.001387849294835929}",25,14,17.936474421525023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.033, 'e': 0.0013740399636212118}",20,9,16.994988611297718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.033, 'e': 0.0013603680375478928}",20,4,27.655291209923035,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.033, 'e': 0.0013468321494119735}",20,12,16.908469586057354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.033, 'e': 0.0013334309456133593}",20,0,26.583652746188097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.033, 'e': 0.0013201630860205026}",25,0,-13.575855405953538,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
664,False,"{'a': 0.033, 'e': 0.0013070272438363863}",20,16,7.415927871238274,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.033, 'e': 0.001294022105465848}",20,0,26.961068100368713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
666,False,"{'a': 0.033, 'e': 0.0012811463703842113}",20,14,12.770423022393134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.033, 'e': 0.0012683987510072388}",20,8,23.58976499290933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.033, 'e': 0.0012557779725623694}",30,4,20.30011336854535,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.033, 'e': 0.0012432827729612404}",20,0,30.747092411645333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.033, 'e': 0.001230911902673481}",20,0,23.507642180039984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.033, 'e': 0.0012186641246017523}",25,9,27.438975677014334,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.033, 'e': 0.0012065382139580404}",20,7,17.61269863858425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.033, 'e': 0.0011945329581411752}",30,22,13.250980655896132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.033, 'e': 0.0011826471566155727}",20,9,20.41397206687613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.033, 'e': 0.0011708796207911744}",25,15,19.632857551668472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.033, 'e': 0.0011592291739045914}",30,0,43.28183631549065,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.033, 'e': 0.0011476946509014253}",20,2,14.953052760139322,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.033, 'e': 0.0011362748983197658}",25,11,21.134306294780888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.033, 'e': 0.0011249687741748374}",20,0,33.191372157500524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.033, 'e': 0.0011137751478448032}",30,12,33.30413592085491,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.033, 'e': 0.0011026928999577018}",30,9,39.304065368439254,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.033, 'e': 0.0010917209222795108}",20,6,24.092428217659094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.033, 'e': 0.0010808581176033184}",30,4,40.61999020473972,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.033, 'e': 0.0010701033996396044}",20,3,30.11344298666347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.033, 'e': 0.001059455692907609}",30,12,34.182551613208716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.033, 'e': 0.0010489139326277882}",20,0,34.39419522271787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.033, 'e': 0.0010384770646153282}",25,13,22.451068246697172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.033, 'e': 0.0010281440451747298}",20,0,20.08088504002636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
689,False,"{'a': 0.033, 'e': 0.0010179138409954376}",25,0,33.899866887991195,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
690,False,"{'a': 0.033, 'e': 0.0010077854290485105}",25,18,10.466234769932518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.033, 'e': 0.000997757796484312}",25,17,13.443989333564762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.033, 'e': 0.0009878299405312295}",20,5,20.742831732016764,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.033, 'e': 0.0009780008683953946}",20,13,13.179776102442178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.033, 'e': 0.0009682695971614017}",20,9,18.180778077778253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.033, 'e': 0.0009586351536940199}",20,0,31.17481480418426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
696,False,"{'a': 0.033, 'e': 0.0009490965745408727}",35,18,28.16064201678426,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.033, 'e': 0.0009396529058360961}",25,0,39.29908015423361,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
698,False,"{'a': 0.033, 'e': 0.000930303203204949}",25,18,10.046227661436518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.033, 'e': 0.0009210465316693785}",20,0,19.800320327117042,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
700,False,"{'a': 0.033, 'e': 0.0009118819655545162}",20,13,14.159635410736467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.033, 'e': 0.0009028085883961136}",25,2,29.134510002527072,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.033, 'e': 0.0008938254928488927}",25,0,32.46178268275882,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.033, 'e': 0.0008849317805958146}",20,14,13.055238025100095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.033, 'e': 0.0008761265622582417}",20,6,22.728255535807488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.033, 'e': 0.0008674089573070025}",20,4,21.70849064949941,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.033, 'e': 0.0008587780939743365}",25,12,21.989804445111886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.033, 'e': 0.0008502331091667194}",30,18,17.90413202199165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.033, 'e': 0.000841773148378549}",20,6,24.89834406455685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.033, 'e': 0.0008333973656066964}",35,13,37.600488056548215,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.033, 'e': 0.0008251049232659038}",30,0,38.91614875153536,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.033, 'e': 0.0008168949921050283}",25,11,27.503935934850762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.033, 'e': 0.0008087667511241114}",20,0,23.388100393340924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.033, 'e': 0.0008007193874922814}",35,28,11.750088636632801,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.033, 'e': 0.0007927520964664684}",20,0,29.02783596222046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
715,False,"{'a': 0.033, 'e': 0.0007848640813109316}",25,5,31.415433723372946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.033, 'e': 0.0007770545532175816}",35,23,25.204087061725822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.033, 'e': 0.0007693227312271008}",20,14,9.922230533589886,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.033, 'e': 0.0007616678421508473}",30,17,23.203936125593764,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.033, 'e': 0.0007540891204935333}",20,6,19.609934461106974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.033, 'e': 0.0007465858083766792}",30,1,47.11890485622018,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.033, 'e': 0.0007391571554628196}",25,0,38.29284026892209,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
