trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
352,False,"{'a': 0.033, 'e': 0.029599435167892}",25,7,28.303158909017444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.033, 'e': 0.029304915867040746}",30,9,29.460663846238557,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.033, 'e': 0.029013327082197053}",20,0,24.5751791584374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.033, 'e': 0.028724639654239423}",20,0,24.1106420251863,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.033, 'e': 0.028438824714184505}",20,8,8.789518464742606,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.033, 'e': 0.028155853680300096}",20,0,28.828673162217523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.033, 'e': 0.027875698255247015}",20,11,16.218120224575088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.033, 'e': 0.027598330423249287}",25,14,18.19762010285851,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.033, 'e': 0.02732372244729256}",20,0,27.398324832523816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.033, 'e': 0.027051846866350416}",20,8,23.150373127980536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.033, 'e': 0.026782676492638175}",35,0,52.75589097124035,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.033, 'e': 0.02651618440889418}",20,8,23.993476815065094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.033, 'e': 0.02625234396568796}",20,14,11.029968281951835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.033, 'e': 0.025991128778755347}",30,0,46.550530071615576,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.033, 'e': 0.02573251272635994}",20,11,2.278978683887148,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.033, 'e': 0.025476469946681016}",20,15,-2.363787961867562,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.033, 'e': 0.025222974835227212}",20,14,9.053204480289027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.033, 'e': 0.024972002042276155}",20,8,19.9104071660271,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.033, 'e': 0.024723526470339388}",35,24,21.8384678305423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.033, 'e': 0.02447752327165267}",20,7,20.485680098637467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.033, 'e': 0.024233967845691113}",20,6,16.001090361865913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.033, 'e': 0.023992835836709175}",20,0,32.144478002631956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
374,False,"{'a': 0.033, 'e': 0.023754103131304997}",30,23,11.93383204296841,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.033, 'e': 0.023517745856009107}",20,8,19.829916402977926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.033, 'e': 0.023283740374897}",20,14,10.644184394444725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.033, 'e': 0.02305206328722557}",20,5,28.7519244419033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.033, 'e': 0.02282269142509297}",25,17,13.397089257194803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.033, 'e': 0.022595601851121864}",20,10,16.873100142520645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.033, 'e': 0.02237077185616559}",25,0,40.845897163483166,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.033, 'e': 0.022148178957037315}",20,13,14.861009976844253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.033, 'e': 0.02192780089426161}",20,14,10.704270005516538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.033, 'e': 0.02170961562984857}",25,0,35.52693552555553,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.033, 'e': 0.021493601345089923}",20,0,-10.688978805362238,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
385,False,"{'a': 0.033, 'e': 0.02127973643837717}",30,22,14.103700326302928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.033, 'e': 0.021067999523041434}",20,7,25.528176737865866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.033, 'e': 0.02085836942521472}",25,17,14.191973012561439,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.033, 'e': 0.020650825181712566}",20,0,17.37457272233488,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
389,False,"{'a': 0.033, 'e': 0.020445346037937653}",20,8,24.08530990864821,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.033, 'e': 0.02024191144580439}",25,0,31.87195705671934,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'a': 0.033, 'e': 0.020040501061684014}",20,2,-10.052752094122903,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.033, 'e': 0.019841094744370288}",30,4,37.501894434108245,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.033, 'e': 0.019643672553065292}",20,0,28.921716655903197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.033, 'e': 0.01944821474538539}",25,14,20.942749075379794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.033, 'e': 0.01925470177538692}",25,8,32.196418725231155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.033, 'e': 0.019063114291611637}",25,8,-9.913879063871939,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
397,False,"{'a': 0.033, 'e': 0.018873433135151486}",25,13,20.28946815661247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.033, 'e': 0.018685639337732773}",25,0,30.519140762605446,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.033, 'e': 0.018499714119819242}",20,16,8.014451415690402,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.033, 'e': 0.01831563888873418}",20,0,28.048627114303947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.033, 'e': 0.018133395236801075}",30,20,15.725754551256502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.033, 'e': 0.01795296493950285}",20,12,15.911354749019216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.033, 'e': 0.01777432995365944}",20,11,12.977627345785496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.033, 'e': 0.017597472415623393}",20,16,9.517664485055073,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.033, 'e': 0.017422374639493515}",30,18,13.654093416371799,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.033, 'e': 0.017249019115346265}",25,16,17.853988289135245,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.033, 'e': 0.017077388507484793}",25,18,9.963930867654161,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.033, 'e': 0.01690746565270528}",20,0,25.773190796373893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.033, 'e': 0.016739233558580632}",35,17,5.929459361803358,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.033, 'e': 0.016572675401761255}",20,0,29.63747463418949,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.033, 'e': 0.016407774526292645}",20,4,23.81370626037749,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.033, 'e': 0.01624451444194987}",20,2,29.50344735798806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.033, 'e': 0.016082878822588433}",30,13,36.65432239143036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.033, 'e': 0.015922851504511698}",25,0,30.320473996234636,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.033, 'e': 0.015764416484854486}",20,10,19.49905985749549,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.033, 'e': 0.01560755791998283}",20,0,31.520318355833076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.033, 'e': 0.015452260123909515}",25,15,16.481195776676124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.033, 'e': 0.015298507566725518}",25,0,33.23702217096648,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
419,False,"{'a': 0.033, 'e': 0.01514628487304698}",20,0,29.713636946006194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.033, 'e': 0.014995576820477703}",25,3,38.978260085096046,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.033, 'e': 0.014846368338086832}",25,0,36.18649421526775,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.033, 'e': 0.014698644504901784}",20,4,22.655329975208037,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.033, 'e': 0.014552390548416123}",20,0,23.679472031492523,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
424,False,"{'a': 0.033, 'e': 0.01440759184311235}",20,0,28.488663899154563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.033, 'e': 0.014264233908999256}",20,10,21.366909150947357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.033, 'e': 0.014122302410163962}",20,12,17.537942852635375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.033, 'e': 0.013981783153338296}",20,10,-3.5805990741992963,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
428,False,"{'a': 0.033, 'e': 0.013842662086479501}",25,13,23.108097433179537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.033, 'e': 0.013704925297364945}",25,0,37.08027258833017,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
430,False,"{'a': 0.033, 'e': 0.013568559012200934}",25,8,31.26003967600893,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.033, 'e': 0.013433549594245302}",20,5,23.908890250057617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.033, 'e': 0.013299883542443767}",20,8,24.511615383886937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.033, 'e': 0.013167547490079751}",25,13,21.979633070613197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.033, 'e': 0.013036528203437736}",25,11,25.41895985372099,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.033, 'e': 0.012906812580479862}",30,0,31.59327743792814,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
436,False,"{'a': 0.033, 'e': 0.01277838764953576}",25,20,8.355616457547573,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.033, 'e': 0.012651240568005305}",25,0,10.707551545775953,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
438,False,"{'a': 0.033, 'e': 0.012525358621074385}",20,15,11.163449882472518,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.033, 'e': 0.012400729220443406}",30,0,42.03107908180738,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.033, 'e': 0.012277339903068436}",30,8,42.00919546568021,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.033, 'e': 0.012155178329914935}",20,12,17.863651943102738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.033, 'e': 0.012034232284723775}",25,13,19.262193897099127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.033, 'e': 0.011914489672789647}",25,11,21.614552639008537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.033, 'e': 0.011795938519751562}",20,15,10.009611154581943,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.033, 'e': 0.011678566970395442}",20,0,31.861758095528426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.033, 'e': 0.011562363287468536}",35,13,35.811661912897506,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.033, 'e': 0.01144731585050571}",25,0,39.70806298967667,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.033, 'e': 0.011333413154667387}",20,0,27.824047070310545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.033, 'e': 0.011220643809589084}",30,16,13.276626831101925,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.033, 'e': 0.011108996538242306}",20,4,25.16180241624508,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.033, 'e': 0.010998460175806881}",25,11,14.058063192866292,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.033, 'e': 0.01088902366855444}",30,0,42.35260826458387,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.033, 'e': 0.010780676072743084}",20,4,26.97477970648425,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.033, 'e': 0.010673406553522925}",20,8,21.841992305671585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.033, 'e': 0.010567204383852655}",25,0,28.578073347411483,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.033, 'e': 0.010462058943426795}",25,9,18.446306981240248,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.033, 'e': 0.010357959717613696}",20,14,11.897766241575086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.033, 'e': 0.010254896296404022}",30,13,31.44740235517348,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.033, 'e': 0.010152858373369763}",25,13,24.798824989466738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.033, 'e': 0.010051835744633576}",20,0,6.471470038807457,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
461,False,"{'a': 0.033, 'e': 0.00995181830784842}",25,19,11.877051341883782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.033, 'e': 0.009852796061187257}",20,9,22.14352402840704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.033, 'e': 0.009754759102342903}",25,0,36.64323598951232,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.033, 'e': 0.009657697627537777}",25,0,21.897465738133192,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
465,False,"{'a': 0.033, 'e': 0.009561601930543505}",20,9,16.617093262027204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.033, 'e': 0.009466462401710323}",30,14,23.637416978828433,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.033, 'e': 0.009372269527006058}",30,18,21.72260306769404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.033, 'e': 0.009279013887064744}",25,0,31.49301600780555,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
469,False,"{'a': 0.033, 'e': 0.009186686156244664}",25,0,23.428083687601127,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
470,False,"{'a': 0.033, 'e': 0.009095277101695816}",30,16,28.343304390294605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.033, 'e': 0.00900477758243656}",20,0,31.932257146867403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
472,False,"{'a': 0.033, 'e': 0.008915178548439553}",20,12,11.380804464511328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.033, 'e': 0.008826471039726723}",20,7,23.986190283671455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.033, 'e': 0.00873864618547329}",30,13,31.623008934774745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.033, 'e': 0.008651695203120634}",30,15,25.7171645465277,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.033, 'e': 0.00856560939749806}",20,1,30.032247425132645,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.033, 'e': 0.00848038015995326}",35,17,32.23868090812867,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.033, 'e': 0.00839599896749147}",25,13,20.953014502213474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.033, 'e': 0.008312457381923119}",25,13,18.880266679027432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.033, 'e': 0.00822974704902003}",20,7,-0.8468107773433609,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
481,False,"{'a': 0.033, 'e': 0.008147859697679982}",20,13,11.455798939366046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.033, 'e': 0.008066787139099614}",20,2,25.301359849751094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.033, 'e': 0.007986521265955502}",20,0,26.753569925328662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.033, 'e': 0.007907054051593441}",25,15,18.84022706766849,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.033, 'e': 0.007828377549225767}",25,8,29.699554092697305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.033, 'e': 0.007750483891136692}",20,0,31.86602995818728,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.033, 'e': 0.007673365287895489}",20,2,30.844933613305084,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.033, 'e': 0.007597014027577567}",25,3,40.715331072694944,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.033, 'e': 0.00752142247499327}",20,0,27.291969581117062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
490,False,"{'a': 0.033, 'e': 0.007446583070924338}",20,9,21.66220866382871,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.033, 'e': 0.007372488331368012}",25,11,26.466763782281305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.033, 'e': 0.007299130846788583}",25,0,39.465899323777165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.033, 'e': 0.0072265032813764625}",20,0,27.742057944501056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
494,False,"{'a': 0.033, 'e': 0.007154598372314579}",25,16,16.157205857161074,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.033, 'e': 0.0070834089290521185}",25,18,14.388572406202403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.033, 'e': 0.007012927832585425}",20,9,21.828082365417863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.033, 'e': 0.0069431480347461145}",20,0,27.4394918247937,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.033, 'e': 0.006874062557496248}",25,17,18.470175546096343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.033, 'e': 0.006805664492230543}",20,2,27.429274179989847,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.033, 'e': 0.006737946999085467}",25,5,32.34431107112413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.033, 'e': 0.006670903306255274}",20,2,25.470053078956788,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.033, 'e': 0.006604526709314805}",20,0,25.272730404830124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.033, 'e': 0.006538810570549064}",20,9,20.084556970069936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.033, 'e': 0.006473748318289405}",20,14,11.723469596242595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.033, 'e': 0.006409333446256383}",25,7,31.60059985180878,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.033, 'e': 0.00634555951290911}",30,12,31.920971484801203,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.033, 'e': 0.006282420140801118}",20,13,12.909770783525042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.033, 'e': 0.006219909015942573}",25,0,31.025890569559493,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
509,False,"{'a': 0.033, 'e': 0.006158019887168897}",30,18,-3.0948689700087764,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.033, 'e': 0.006096746565515633}",25,10,19.15057924703569,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.033, 'e': 0.006036082923599565}",20,9,18.145656016842814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.033, 'e': 0.005976022895005943}",30,19,18.487289472479702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.033, 'e': 0.005916560473681857}",30,10,31.242164387128305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.033, 'e': 0.0058576897133356225}",20,12,14.75615463991479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.033, 'e': 0.005799404726842141}",30,16,25.09385026940014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.033, 'e': 0.005741699685654202}",20,6,23.698954542204085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.033, 'e': 0.005684568819219595}",25,17,12.072129224230757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.033, 'e': 0.005628006414404065}",20,8,19.744652158251704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.033, 'e': 0.005572006814919993}",25,6,34.74472454259048,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.033, 'e': 0.0055165644207607716}",30,12,31.275804993403344,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.033, 'e': 0.005461673687640779}",30,12,31.891694930578712,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.033, 'e': 0.00540732912644096}",25,0,27.7761167782293,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
523,False,"{'a': 0.033, 'e': 0.005353525302659903}",25,4,30.720446097766885,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.033, 'e': 0.005300256835870402}",30,24,11.573819164972273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.033, 'e': 0.005247518399181385}",30,21,16.47411573924753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.033, 'e': 0.005195304718705231}",35,18,28.315053135927336,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.033, 'e': 0.005143610573030379}",35,17,33.83300455703182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.033, 'e': 0.00509243079269919}",30,4,37.43062526399068,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.033, 'e': 0.005041760259690979}",25,7,28.889325321050357,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.033, 'e': 0.004991593906910217}",20,12,13.737441545432238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.033, 'e': 0.004941926717679818}",25,20,9.904809953304994,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.033, 'e': 0.004892753725239476}",30,10,33.1570577971252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.033, 'e': 0.004844070012248967}",25,0,41.84013362217201,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
534,False,"{'a': 0.033, 'e': 0.004795870710296421}",30,0,39.652120037177255,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.033, 'e': 0.004748150999411473}",20,16,5.17196088443615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.033, 'e': 0.004700906107583276}",30,15,27.22499624530722,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.033, 'e': 0.004654131310283272}",20,0,30.798449838630006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
